filename,writer_id,character,round,char_class
Hamza_lc_b_r02.png,Hamza,lc_b,r02,auto
Hamza_lc_b_r03.png,Hamza,lc_b,r03,auto
Hamza_lc_b_r04.png,Hamza,lc_b,r04,auto
Hamza_lc_b_r05.png,Hamza,lc_b,r05,auto
Hamza_lc_c_r01.png,Hamza,lc_c,r01,auto
Hamza_lc_c_r02.png,Hamza,lc_c,r02,auto
Hamza_lc_c_r03.png,Hamza,lc_c,r03,auto
Hamza_lc_c_r04.png,Hamza,lc_c,r04,auto
Hamza_lc_c_r05.png,Hamza,lc_c,r05,auto
Hamza_lc_d_r01.png,Hamza,lc_d,r01,auto
Hamza_lc_d_r02.png,Hamza,lc_d,r02,auto
Hamza_lc_d_r03.png,Hamza,lc_d,r03,auto
Hamza_lc_d_r04.png,Hamza,lc_d,r04,auto
Hamza_lc_d_r05.png,Hamza,lc_d,r05,auto
Hamza_lc_e_r01.png,Hamza,lc_e,r01,auto
Hamza_lc_e_r02.png,Hamza,lc_e,r02,auto
Hamza_lc_e_r03.png,Hamza,lc_e,r03,auto
Hamza_lc_e_r04.png,Hamza,lc_e,r04,auto
Hamza_lc_e_r05.png,Hamza,lc_e,r05,auto
Hamza_lc_f_r01.png,Hamza,lc_f,r01,auto
Hamza_lc_f_r02.png,Hamza,lc_f,r02,auto
Hamza_lc_f_r03.png,Hamza,lc_f,r03,auto
Hamza_lc_f_r04.png,Hamza,lc_f,r04,auto
Hamza_lc_f_r05.png,Hamza,lc_f,r05,auto
Hamza_lc_g_r01.png,Hamza,lc_g,r01,auto
Hamza_lc_g_r02.png,Hamza,lc_g,r02,auto
Hamza_lc_g_r03.png,Hamza,lc_g,r03,auto
Hamza_lc_g_r04.png,Hamza,lc_g,r04,auto
Hamza_lc_g_r05.png,Hamza,lc_g,r05,auto
Hamza_lc_h_r01.png,Hamza,lc_h,r01,auto
Hamza_lc_h_r02.png,Hamza,lc_h,r02,auto
Hamza_lc_h_r03.png,Hamza,lc_h,r03,auto
Hamza_lc_h_r04.png,Hamza,lc_h,r04,auto
Hamza_lc_h_r05.png,Hamza,lc_h,r05,auto
Hamza_lc_i_r01.png,Hamza,lc_i,r01,auto
Hamza_lc_i_r02.png,Hamza,lc_i,r02,auto
Hamza_lc_i_r03.png,Hamza,lc_i,r03,auto
Hamza_lc_i_r04.png,Hamza,lc_i,r04,auto
Hamza_lc_i_r05.png,Hamza,lc_i,r05,auto
Hamza_lc_j_r01.png,Hamza,lc_j,r01,auto
Hamza_lc_j_r02.png,Hamza,lc_j,r02,auto
Hamza_lc_j_r03.png,Hamza,lc_j,r03,auto
Hamza_lc_j_r04.png,Hamza,lc_j,r04,auto
Hamza_lc_j_r05.png,Hamza,lc_j,r05,auto
Hamza_lc_k_r01.png,Hamza,lc_k,r01,auto
Hamza_lc_k_r02.png,Hamza,lc_k,r02,auto
Hamza_lc_k_r03.png,Hamza,lc_k,r03,auto
Hamza_lc_k_r04.png,Hamza,lc_k,r04,auto
Hamza_lc_k_r05.png,Hamza,lc_k,r05,auto
Hamza_lc_l_r01.png,Hamza,lc_l,r01,auto
Hamza_lc_l_r02.png,Hamza,lc_l,r02,auto
Hamza_lc_l_r03.png,Hamza,lc_l,r03,auto
Hamza_lc_l_r04.png,Hamza,lc_l,r04,auto
Hamza_lc_l_r05.png,Hamza,lc_l,r05,auto
Hamza_lc_m_r01.png,Hamza,lc_m,r01,auto
Hamza_lc_m_r02.png,Hamza,lc_m,r02,auto
Hamza_lc_m_r03.png,Hamza,lc_m,r03,auto
Hamza_lc_m_r04.png,Hamza,lc_m,r04,auto
Hamza_lc_m_r05.png,Hamza,lc_m,r05,auto
Hamza_lc_n_r01.png,Hamza,lc_n,r01,auto
Hamza_lc_n_r02.png,Hamza,lc_n,r02,auto
Hamza_lc_n_r03.png,Hamza,lc_n,r03,auto
Hamza_lc_n_r04.png,Hamza,lc_n,r04,auto
Hamza_lc_n_r05.png,Hamza,lc_n,r05,auto
Hamza_lc_o_r01.png,Hamza,lc_o,r01,auto
Hamza_lc_o_r02.png,Hamza,lc_o,r02,auto
Hamza_lc_o_r03.png,Hamza,lc_o,r03,auto
Hamza_lc_o_r04.png,Hamza,lc_o,r04,auto
Hamza_lc_o_r05.png,Hamza,lc_o,r05,auto
Hamza_lc_p_r01.png,Hamza,lc_p,r01,auto
Hamza_lc_p_r02.png,Hamza,lc_p,r02,auto
Hamza_lc_p_r03.png,Hamza,lc_p,r03,auto
Hamza_lc_p_r04.png,Hamza,lc_p,r04,auto
Hamza_lc_p_r05.png,Hamza,lc_p,r05,auto
Hamza_lc_q_r01.png,Hamza,lc_q,r01,auto
Hamza_lc_q_r02.png,Hamza,lc_q,r02,auto
Hamza_lc_q_r03.png,Hamza,lc_q,r03,auto
Hamza_lc_q_r04.png,Hamza,lc_q,r04,auto
Hamza_lc_q_r05.png,Hamza,lc_q,r05,auto
Hamza_lc_r_r01.png,Hamza,lc_r,r01,auto
Hamza_lc_r_r02.png,Hamza,lc_r,r02,auto
Hamza_lc_r_r03.png,Hamza,lc_r,r03,auto
Hamza_lc_r_r04.png,Hamza,lc_r,r04,auto
Hamza_lc_r_r05.png,Hamza,lc_r,r05,auto
Hamza_lc_s_r01.png,Hamza,lc_s,r01,auto
Hamza_lc_s_r02.png,Hamza,lc_s,r02,auto
Hamza_lc_s_r03.png,Hamza,lc_s,r03,auto
Hamza_lc_s_r04.png,Hamza,lc_s,r04,auto
Hamza_lc_s_r05.png,Hamza,lc_s,r05,auto
Hamza_lc_t_r01.png,Hamza,lc_t,r01,auto
Hamza_lc_t_r02.png,Hamza,lc_t,r02,auto
Hamza_lc_t_r03.png,Hamza,lc_t,r03,auto
Hamza_lc_t_r04.png,Hamza,lc_t,r04,auto
Hamza_lc_t_r05.png,Hamza,lc_t,r05,auto
Hamza_lc_u_r01.png,Hamza,lc_u,r01,auto
Hamza_lc_u_r02.png,Hamza,lc_u,r02,auto
Hamza_lc_u_r03.png,Hamza,lc_u,r03,auto
Hamza_lc_u_r04.png,Hamza,lc_u,r04,auto
Hamza_lc_u_r05.png,Hamza,lc_u,r05,auto
Hamza_lc_v_r01.png,Hamza,lc_v,r01,auto
Hamza_lc_v_r02.png,Hamza,lc_v,r02,auto
Hamza_lc_v_r03.png,Hamza,lc_v,r03,auto
Hamza_lc_v_r04.png,Hamza,lc_v,r04,auto
Hamza_lc_v_r05.png,Hamza,lc_v,r05,auto
Hamza_lc_w_r01.png,Hamza,lc_w,r01,auto
Hamza_lc_w_r02.png,Hamza,lc_w,r02,auto
Hamza_lc_w_r03.png,Hamza,lc_w,r03,auto
Hamza_lc_w_r04.png,Hamza,lc_w,r04,auto
Hamza_lc_w_r05.png,Hamza,lc_w,r05,auto
Hamza_lc_x_r01.png,Hamza,lc_x,r01,auto
Hamza_lc_x_r02.png,Hamza,lc_x,r02,auto
Hamza_lc_x_r03.png,Hamza,lc_x,r03,auto
Hamza_lc_x_r04.png,Hamza,lc_x,r04,auto
Hamza_lc_x_r05.png,Hamza,lc_x,r05,auto
Hamza_lc_y_r01.png,Hamza,lc_y,r01,auto
Hamza_lc_y_r02.png,Hamza,lc_y,r02,auto
Hamza_lc_y_r03.png,Hamza,lc_y,r03,auto
Hamza_lc_y_r04.png,Hamza,lc_y,r04,auto
Hamza_lc_y_r05.png,Hamza,lc_y,r05,auto
Hamza_lc_z_r01.png,Hamza,lc_z,r01,auto
Hamza_lc_z_r02.png,Hamza,lc_z,r02,auto
Hamza_lc_z_r03.png,Hamza,lc_z,r03,auto
Hamza_lc_z_r04.png,Hamza,lc_z,r04,auto
Hamza_lc_z_r05.png,Hamza,lc_z,r05,auto
Hamza_n_0_r01.png,Hamza,n_0,r01,auto
Hamza_n_0_r02.png,Hamza,n_0,r02,auto
Hamza_n_0_r03.png,Hamza,n_0,r03,auto
Hamza_n_0_r04.png,Hamza,n_0,r04,auto
Hamza_n_0_r05.png,Hamza,n_0,r05,auto
Hamza_n_1_r01.png,Hamza,n_1,r01,auto
Hamza_n_1_r02.png,Hamza,n_1,r02,auto
Hamza_n_1_r03.png,Hamza,n_1,r03,auto
Hamza_n_1_r04.png,Hamza,n_1,r04,auto
Hamza_n_1_r05.png,Hamza,n_1,r05,auto
Hamza_n_2_r01.png,Hamza,n_2,r01,auto
Hamza_n_2_r02.png,Hamza,n_2,r02,auto
Hamza_n_2_r03.png,Hamza,n_2,r03,auto
Hamza_n_2_r04.png,Hamza,n_2,r04,auto
Hamza_n_2_r05.png,Hamza,n_2,r05,auto
Hamza_n_3_r01.png,Hamza,n_3,r01,auto
Hamza_n_3_r02.png,Hamza,n_3,r02,auto
Hamza_n_3_r03.png,Hamza,n_3,r03,auto
Hamza_n_3_r04.png,Hamza,n_3,r04,auto
Hamza_n_3_r05.png,Hamza,n_3,r05,auto
Hamza_n_4_r01.png,Hamza,n_4,r01,auto
Hamza_n_4_r02.png,Hamza,n_4,r02,auto
Hamza_n_4_r03.png,Hamza,n_4,r03,auto
Hamza_n_4_r04.png,Hamza,n_4,r04,auto
Hamza_n_4_r05.png,Hamza,n_4,r05,auto
Hamza_n_5_r01.png,Hamza,n_5,r01,auto
Hamza_n_5_r02.png,Hamza,n_5,r02,auto
Hamza_n_5_r03.png,Hamza,n_5,r03,auto
Hamza_n_5_r04.png,Hamza,n_5,r04,auto
Hamza_n_5_r05.png,Hamza,n_5,r05,auto
Hamza_n_6_r01.png,Hamza,n_6,r01,auto
Hamza_n_6_r02.png,Hamza,n_6,r02,auto
Hamza_n_6_r03.png,Hamza,n_6,r03,auto
Hamza_n_6_r04.png,Hamza,n_6,r04,auto
Hamza_n_6_r05.png,Hamza,n_6,r05,auto
Hamza_n_7_r01.png,Hamza,n_7,r01,auto
Hamza_n_7_r02.png,Hamza,n_7,r02,auto
Hamza_n_7_r03.png,Hamza,n_7,r03,auto
Hamza_n_7_r04.png,Hamza,n_7,r04,auto
Hamza_n_7_r05.png,Hamza,n_7,r05,auto
Hamza_n_8_r01.png,Hamza,n_8,r01,auto
Hamza_n_8_r02.png,Hamza,n_8,r02,auto
Hamza_n_8_r03.png,Hamza,n_8,r03,auto
Hamza_n_8_r04.png,Hamza,n_8,r04,auto
Hamza_n_8_r05.png,Hamza,n_8,r05,auto
Hamza_n_9_r01.png,Hamza,n_9,r01,auto
Hamza_n_9_r02.png,Hamza,n_9,r02,auto
Hamza_n_9_r03.png,Hamza,n_9,r03,auto
Hamza_n_9_r04.png,Hamza,n_9,r04,auto
Hamza_n_9_r05.png,Hamza,n_9,r05,auto
