filename,writer_id,character,round,char_class
Abdullah_lc_h_r01.png,Abdullah,lc_h,r01,auto
Abdullah_lc_h_r02.png,Abdullah,lc_h,r02,auto
Abdullah_lc_h_r03.png,Abdullah,lc_h,r03,auto
Abdullah_lc_i_r01.png,Abdullah,lc_i,r01,auto
Abdullah_lc_i_r02.png,Abdullah,lc_i,r02,auto
Abdullah_lc_i_r03.png,Abdullah,lc_i,r03,auto
Abdullah_lc_j_r01.png,Abdullah,lc_j,r01,auto
Abdullah_lc_j_r02.png,Abdullah,lc_j,r02,auto
Abdullah_lc_j_r03.png,Abdullah,lc_j,r03,auto
Abdullah_lc_k_r01.png,Abdullah,lc_k,r01,auto
Abdullah_lc_k_r02.png,Abdullah,lc_k,r02,auto
Abdullah_lc_k_r03.png,Abdullah,lc_k,r03,auto
Abdullah_lc_l_r01.png,Abdullah,lc_l,r01,auto
Abdullah_lc_l_r02.png,Abdullah,lc_l,r02,auto
Abdullah_lc_l_r03.png,Abdullah,lc_l,r03,auto
Abdullah_lc_m_r01.png,Abdullah,lc_m,r01,auto
Abdullah_lc_m_r02.png,Abdullah,lc_m,r02,auto
Abdullah_lc_m_r03.png,Abdullah,lc_m,r03,auto
Abdullah_lc_n_r01.png,Abdullah,lc_n,r01,auto
Abdullah_lc_n_r02.png,Abdullah,lc_n,r02,auto
Abdullah_lc_n_r03.png,Abdullah,lc_n,r03,auto
Abdullah_lc_o_r01.png,Abdullah,lc_o,r01,auto
Abdullah_lc_o_r02.png,Abdullah,lc_o,r02,auto
Abdullah_lc_o_r03.png,Abdullah,lc_o,r03,auto
Abdullah_lc_p_r01.png,Abdullah,lc_p,r01,auto
Abdullah_lc_p_r02.png,Abdullah,lc_p,r02,auto
Abdullah_lc_p_r03.png,Abdullah,lc_p,r03,auto
Abdullah_lc_q_r01.png,Abdullah,lc_q,r01,auto
Abdullah_lc_q_r02.png,Abdullah,lc_q,r02,auto
Abdullah_lc_q_r03.png,Abdullah,lc_q,r03,auto
Abdullah_lc_r_r01.png,Abdullah,lc_r,r01,auto
Abdullah_lc_r_r02.png,Abdullah,lc_r,r02,auto
Abdullah_lc_r_r03.png,Abdullah,lc_r,r03,auto
Abdullah_lc_s_r01.png,Abdullah,lc_s,r01,auto
Abdullah_lc_s_r02.png,Abdullah,lc_s,r02,auto
Abdullah_lc_s_r03.png,Abdullah,lc_s,r03,auto
Abdullah_lc_t_r01.png,Abdullah,lc_t,r01,auto
Abdullah_lc_t_r02.png,Abdullah,lc_t,r02,auto
Abdullah_lc_t_r03.png,Abdullah,lc_t,r03,auto
Abdullah_lc_u_r01.png,Abdullah,lc_u,r01,auto
Abdullah_lc_u_r02.png,Abdullah,lc_u,r02,auto
Abdullah_lc_u_r03.png,Abdullah,lc_u,r03,auto
Abdullah_lc_v_r01.png,Abdullah,lc_v,r01,auto
Abdullah_lc_v_r02.png,Abdullah,lc_v,r02,auto
Abdullah_lc_v_r03.png,Abdullah,lc_v,r03,auto
Abdullah_lc_w_r01.png,Abdullah,lc_w,r01,auto
Abdullah_lc_w_r02.png,Abdullah,lc_w,r02,auto
Abdullah_lc_w_r03.png,Abdullah,lc_w,r03,auto
Abdullah_lc_x_r01.png,Abdullah,lc_x,r01,auto
Abdullah_lc_x_r02.png,Abdullah,lc_x,r02,auto
Abdullah_lc_x_r03.png,Abdullah,lc_x,r03,auto
Abdullah_lc_y_r01.png,Abdullah,lc_y,r01,auto
Abdullah_lc_y_r02.png,Abdullah,lc_y,r02,auto
Abdullah_lc_y_r03.png,Abdullah,lc_y,r03,auto
Abdullah_lc_z_r01.png,Abdullah,lc_z,r01,auto
Abdullah_lc_z_r02.png,Abdullah,lc_z,r02,auto
Abdullah_lc_z_r03.png,Abdullah,lc_z,r03,auto
Abdullah_n_0_r01.png,Abdullah,n_0,r01,auto
Abdullah_n_0_r02.png,Abdullah,n_0,r02,auto
Abdullah_n_0_r03.png,Abdullah,n_0,r03,auto
Abdullah_n_1_r01.png,Abdullah,n_1,r01,auto
Abdullah_n_1_r02.png,Abdullah,n_1,r02,auto
Abdullah_n_1_r03.png,Abdullah,n_1,r03,auto
Abdullah_n_2_r01.png,Abdullah,n_2,r01,auto
Abdullah_n_2_r02.png,Abdullah,n_2,r02,auto
Abdullah_n_2_r03.png,Abdullah,n_2,r03,auto
Abdullah_n_3_r01.png,Abdullah,n_3,r01,auto
Abdullah_n_3_r02.png,Abdullah,n_3,r02,auto
Abdullah_n_3_r03.png,Abdullah,n_3,r03,auto
Abdullah_n_4_r01.png,Abdullah,n_4,r01,auto
Abdullah_n_4_r02.png,Abdullah,n_4,r02,auto
Abdullah_n_4_r03.png,Abdullah,n_4,r03,auto
Abdullah_n_5_r01.png,Abdullah,n_5,r01,auto
Abdullah_n_5_r02.png,Abdullah,n_5,r02,auto
Abdullah_n_5_r03.png,Abdullah,n_5,r03,auto
Abdullah_n_6_r01.png,Abdullah,n_6,r01,auto
Abdullah_n_6_r02.png,Abdullah,n_6,r02,auto
Abdullah_n_6_r03.png,Abdullah,n_6,r03,auto
Abdullah_n_7_r01.png,Abdullah,n_7,r01,auto
Abdullah_n_7_r02.png,Abdullah,n_7,r02,auto
Abdullah_n_7_r03.png,Abdullah,n_7,r03,auto
Abdullah_n_8_r01.png,Abdullah,n_8,r01,auto
Abdullah_n_8_r02.png,Abdullah,n_8,r02,auto
Abdullah_n_8_r03.png,Abdullah,n_8,r03,auto
Abdullah_n_9_r01.png,Abdullah,n_9,r01,auto
Abdullah_n_9_r02.png,Abdullah,n_9,r02,auto
Abdullah_n_9_r03.png,Abdullah,n_9,r03,auto
